App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,comment_mean,comment_count
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device,0.16820226070226074,34
Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2M,"1,000,000+",Free,0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up,0.26137154546438207,40
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3M,"500,000+",Free,0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up,0.1428201362129934,14
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298843,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.21603763727971095,98
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.21603763727971095,98
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.21603763727971095,98
Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1M,"10,000,000+",Free,0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up,0.4358370518370519,39
Dashlane Free Password Manager,PRODUCTIVITY,4.6,73695,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,5.0 and up,0.17075396825396827,2
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2M,"50,000,000+",Free,0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up,0.11199179292929294,12
File Explorer,PRODUCTIVITY,4.1,979,720k,"100,000+",Free,0,Everyone,Productivity,"September 30, 2013",2.1.3,2.2 and up,0.25958281573498965,23
AndroZip™ FREE File Manager,PRODUCTIVITY,4.2,277794,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 7, 2016",Varies with device,Varies with device,0.11732338494838497,39
Google Slides,PRODUCTIVITY,4.2,244567,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.9333333333333332,1
ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device,0.27565456465959975,131
ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device,0.27565456465959975,131
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985,5.7M,"1,000,000+",Free,0,Everyone,Productivity,"January 16, 2017",1.07.59,4.0.3 and up,0.3190705128205128,1
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9M,"5,000,000+",Free,0,Everyone,Productivity,"May 31, 2018",1.26.2,4.0.3 and up,0.15000000000000002,2
DigiCal Calendar Agenda,PRODUCTIVITY,4.4,133573,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"July 3, 2018",Varies with device,Varies with device,0.1682127041637911,23
Business Calendar 2,PRODUCTIVITY,4.6,102594,15M,"5,000,000+",Free,0,Everyone,Productivity,"July 23, 2018",2.30.1,4.1 and up,0.20114111302290014,25
G Cloud Backup,PRODUCTIVITY,4.6,267189,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"April 29, 2018",Varies with device,Varies with device,0.2841919813902572,29
G Cloud Backup,PRODUCTIVITY,4.6,267042,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"April 29, 2018",Varies with device,Varies with device,0.2841919813902572,29
Amazon Drive,PRODUCTIVITY,4.4,18669,4.1M,"1,000,000+",Free,0,Everyone,Productivity,"January 8, 2018",1.9.1.147.0-google,4.2 and up,0.1298491985987103,36
Baby Panda Learns Shapes,PARENTING,4.0,3789,42M,"1,000,000+",Free,0,Everyone,Parenting;Education,"June 21, 2018",8.25.10.00,4.0.3 and up,0.24753700128700123,37
Family Album Mitene: Private Photo & Video Sharing,PARENTING,4.7,34336,Varies with device,"1,000,000+",Free,0,Everyone,Parenting,"July 31, 2018",Varies with device,Varies with device,0.4325875840980009,39
Family GPS Tracker and Chat + Baby Monitor Online,PARENTING,4.4,9073,Varies with device,"500,000+",Free,0,Everyone,Parenting,"August 2, 2018",Varies with device,4.2 and up,0.4174351136851138,37
Baby Name Together,PARENTING,4.0,464,24M,"100,000+",Free,0,Everyone,Parenting,"August 6, 2018",2.3.1,5.0 and up,0.2859856284856285,37
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24M,"500,000+",Free,0,Everyone,Parenting;Music & Video,"July 24, 2018",FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up,0.3425348246524717,35
Baby Panda Musical Genius,PARENTING,4.0,3346,37M,"1,000,000+",Free,0,Everyone,Parenting;Music & Video,"June 15, 2018",8.25.10.00,4.0.3 and up,0.22776025213525217,37
Baby Monitor,PARENTING,4.4,5343,5.2M,"1,000,000+",Free,0,Everyone,Parenting,"March 30, 2018",2.1.1,4.1 and up,0.2742230725623583,35
Daniel Tiger for Parents,PARENTING,4.7,247,28M,"100,000+",Free,0,Everyone,Parenting;Music & Video,"March 19, 2018",1.3.0,4.4 and up,0.2796296296296297,3
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2053404,Varies with device,"50,000,000+",Free,0,Everyone,Weather,"August 6, 2018",Varies with device,Varies with device,0.2007233097577336,32
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2052407,Varies with device,"50,000,000+",Free,0,Everyone,Weather,"August 2, 2018",Varies with device,Varies with device,0.2007233097577336,32
Free live weather on screen,WEATHER,4.4,15370,21M,"1,000,000+",Free,0,Everyone,Weather,"August 2, 2018",12.2.6.3660,4.1 and up,0.3942586105415052,38
APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1M,"5,000,000+",Free,0,Everyone,Weather,"July 3, 2018",7.1.34.28,5.0 and up,0.4323232323232322,33
"GO Weather - Widget, Theme, Wallpaper, Efficient",WEATHER,4.5,1422858,Varies with device,"50,000,000+",Free,0,Everyone,Weather,"August 3, 2018",Varies with device,Varies with device,0.33340002731249185,22
HTC Weather,WEATHER,3.9,22154,Varies with device,"10,000,000+",Free,0,Everyone,Weather,"August 10, 2017",8.50.935520,4.4 and up,0.06762483062014059,38
ForecaWeather,WEATHER,4.2,18425,5.3M,"1,000,000+",Free,0,Everyone,Weather,"July 29, 2017",3.1.7,4.1 and up,0.36090676501860713,38
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"July 25, 2018",1.0.1,4.4 and up,0.3826797385620915,34
HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"July 25, 2018",1.1,4.1 and up,0.19799342105263157,38
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"March 27, 2018",1.0,4.0.3 and up,0.1860153308635282,31
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0M,"10,000,000+",Free,0,Everyone,Video Players & Editors,"December 3, 2015",7.10.621414,5.0 and up,0.018377776127776125,37
HTC Service—Video Player,VIDEO_PLAYERS,4.2,6449,Varies with device,"5,000,000+",Free,0,Everyone,Video Players & Editors,"February 13, 2015",6.5.852058,5.0 and up,0.03149886899667176,40
Droid Zap by Motorola,VIDEO_PLAYERS,3.8,2093,Varies with device,"5,000,000+",Free,0,Everyone,Video Players & Editors,"February 3, 2015",Varies with device,Varies with device,-0.04053738275613275,40
HTC Gallery,VIDEO_PLAYERS,4.1,45744,Varies with device,"10,000,000+",Free,0,Everyone,Video Players & Editors,"June 3, 2016",9.51.755029,4.4 and up,0.03154399543908472,28
BluTV,VIDEO_PLAYERS,3.9,28835,Varies with device,"1,000,000+",Free,0,Teen,Video Players & Editors,"July 26, 2018",Varies with device,Varies with device,0.28028073593073594,25
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device,0.021842715966092587,105
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device,0.021842715966092587,105
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device,0.021842715966092587,105
BBC News,NEWS_AND_MAGAZINES,4.3,296781,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,0.0969990437252342,63
BBC News,NEWS_AND_MAGAZINES,4.3,296781,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,0.0969990437252342,63
BBC News,NEWS_AND_MAGAZINES,4.3,296781,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,0.0969990437252342,63
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11M,"1,000,000+",Free,0,Teen,News & Magazines,"August 2, 2018",2.71,4.1 and up,0.2715553215553216,37
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.05734788896619254,112
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.05734788896619254,112
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.05734788896619254,112
"Dailyhunt (Newshunt) - Latest News, Viral Videos",NEWS_AND_MAGAZINES,4.3,948198,Varies with device,"50,000,000+",Free,0,Teen,News & Magazines,"July 19, 2018",Varies with device,Varies with device,-0.06614583333333335,4
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7M,"500,000+",Free,0,Everyone,News & Magazines,"July 25, 2018",5.8.0,4.1 and up,0.24342580213903744,34
Google News,NEWS_AND_MAGAZINES,3.9,877635,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.09391674022626406,117
Google News,NEWS_AND_MAGAZINES,3.9,877635,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.09391674022626406,117
Google News,NEWS_AND_MAGAZINES,3.9,877643,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.09391674022626406,117
Google News,NEWS_AND_MAGAZINES,3.9,878065,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.09391674022626406,117
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3M,"500,000+",Free,0,Everyone,News & Magazines,"July 19, 2018",8.0.6,4.1 and up,0.21704599412932749,27
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8M,"1,000,000+",Free,0,Everyone,News & Magazines,"August 4, 2018",7.5.0,4.1 and up,0.23374426078971533,33
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284017,Varies with device,"500,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,0.38586500305250304,13
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284017,Varies with device,"500,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,0.38586500305250304,13
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284018,Varies with device,"500,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,0.38586500305250304,13
BeyondPod Podcast Manager,NEWS_AND_MAGAZINES,3.9,32121,Varies with device,"1,000,000+",Free,0,Everyone,News & Magazines,"April 13, 2018",Varies with device,Varies with device,0.11245826529001753,40
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13M,"5,000,000+",Free,0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.19929633355689697,71
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13M,"5,000,000+",Free,0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.19929633355689697,71
Fast News,NEWS_AND_MAGAZINES,4.4,84957,Varies with device,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"January 13, 2018",Varies with device,Varies with device,0.34630341880341875,39
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",2.42.1.9,4.4 and up,0.18463979076479076,30
Digg,NEWS_AND_MAGAZINES,3.9,6105,Varies with device,"100,000+",Free,0,Teen,News & Magazines,"March 11, 2016",Varies with device,Varies with device,0.04270031483667848,33
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27M,"10,000,000+",Free,0,Everyone,News & Magazines,"July 25, 2018",5.9.1.1347176.a3ca6ab274,4.4 and up,0.05470544733044734,40
Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.3,3684,Varies with device,"100,000+",Free,0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device,0.5295,15
Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.3,3684,Varies with device,"100,000+",Free,0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device,0.5295,15
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,-0.04236183905380335,70
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,-0.04236183905380335,70
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,0.19511591482077587,36
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76616,4.6M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,0.19511591482077587,36
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.09841655071119355,35
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23291,14M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.09841655071119355,35
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"June 29, 2018",3.9.0,4.1 and up,0.0,1
"AOL - News, Mail & Video",NEWS_AND_MAGAZINES,4.1,62465,Varies with device,"5,000,000+",Free,0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device,0.09218199309108399,33
BaconReader for Reddit,NEWS_AND_MAGAZINES,4.5,103074,Varies with device,"1,000,000+",Free,0,Mature 17+,News & Magazines,"July 2, 2018",Varies with device,Varies with device,0.22808632290091627,33
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"July 24, 2018",4.3,5.0 and up,0.29464074593335954,22
Atlan3D Navigation: Korea navigator,MAPS_AND_NAVIGATION,4.2,22063,Varies with device,"1,000,000+",Free,0,Everyone,Maps & Navigation,"July 31, 2018",Varies with device,Varies with device,0.2781841981321148,36
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"November 6, 2017",2.4.1,4.0.3 and up,0.25107490723562154,28
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"August 3, 2018",10.0,4.1 and up,0.6875,4
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29M,"5,000,000+",Free,0,Everyone,Maps & Navigation,"July 28, 2018",7.16.8,4.0.3 and up,0.2724778825671683,36
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"July 31, 2018",2.7.2,4.0 and up,0.36889508928571424,32
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up,0.1004489750445633,34
A Call From Santa Claus!,FAMILY,3.9,3720,11M,"1,000,000+",Free,0,Everyone,Entertainment,"December 4, 2016",4.2.3,4.0.3 and up,0.008293862999745378,34
A Word A Day,FAMILY,3.7,2398,2.9M,"500,000+",Free,0,Everyone,Education,"January 5, 2017",5.8,4.0 and up,0.2772727272727273,4
Akinator,FAMILY,4.3,1805398,55M,"50,000,000+",Free,0,Teen,Entertainment,"June 11, 2018",6.5.2,4.4 and up,-0.014898889669320391,38
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74M,"5,000,000+",Free,0,Teen,Simulation,"April 22, 2018",8.6,4.0 and up,0.17529423701298702,4
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15M,"1,000,000+",Free,0,Everyone,Entertainment,"July 27, 2018",1.3.13,4.1 and up,0.13955635548026848,92
A+ Mobile,FINANCE,3.9,730,6.3M,"10,000+",Free,0,Everyone,Finance,"June 26, 2018",5.4.4,4.4 and up,0.329592261904762,84
Build a Bridge!,FAMILY,4.6,263454,74M,"10,000,000+",Free,0,Everyone,Puzzle,"August 2, 2018",2.1.1,4.1 and up,0.08835631019497298,86
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14M,"500,000+",Free,0,Everyone,Puzzle,"June 16, 2017",4.1.1,4.1 and up,0.06963023338544173,30
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7M,"10,000+",Free,0,Everyone,Education,"April 19, 2018",2.0.7,4.1 and up,0.5007922824302133,29
Azar,COMMUNICATION,4.2,1092337,Varies with device,"50,000,000+",Free,0,Mature 17+,Communication,"July 24, 2018",Varies with device,Varies with device,0.06840380917580303,92
4 in a Row,GAME,3.8,4257,Varies with device,"500,000+",Free,0,Everyone,Board,"May 13, 2018",Varies with device,Varies with device,0.28114351851851843,20
Asphalt 8: Airborne,GAME,4.5,8389714,92M,"100,000,000+",Free,0,Teen,Racing,"July 4, 2018",3.7.1a,4.0.3 and up,0.004450410725820941,73
Basketball Stars,SPORTS,4.4,867920,45M,"10,000,000+",Free,0,Everyone,Sports,"July 14, 2018",1.16.2,4.0.3 and up,0.01390511268562699,89
Fake Call - Fake Caller ID,PRODUCTIVITY,4.3,154668,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 2, 2018",Varies with device,Varies with device,0.2977941730740238,67
Four In A Line Free,GAME,4.3,133195,11M,"5,000,000+",Free,0,Everyone,Board,"June 11, 2018",1.58,4.1 and up,0.20236801881246327,27
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24M,"10,000,000+",Free,0,Everyone,Productivity,"July 23, 2018",4.5.19,4.4 and up,0.11960119548661215,36
Fortune City - A Finance App,FINANCE,4.6,49275,91M,"500,000+",Free,0,Everyone,Finance,"July 17, 2018",2.0.3.1,4.4 and up,0.26696618341149597,48
Draw A Stickman,GAME,3.4,29265,17M,"1,000,000+",Free,0,Everyone,Adventure,"May 19, 2017",1.1.0,4.0.3 and up,-0.15000000000000002,1
Be A Legend: Soccer,SPORTS,3.8,85763,21M,"1,000,000+",Free,0,Everyone,Sports,"August 24, 2015",2.8.0.17,3.0 and up,-0.0992506003333747,98
Bible,BOOKS_AND_REFERENCE,4.7,2440695,Varies with device,"100,000,000+",Free,0,Teen,Books & Reference,"August 2, 2018",Varies with device,Varies with device,0.36349543739121704,97
Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81M,"5,000,000+",Free,0,Everyone 10+,Simulation,"April 22, 2018",3.7,4.0 and up,0.18089609339033008,61
Four In A Line,GAME,3.8,22191,3.0M,"1,000,000+",Free,0,Everyone,Board,"May 4, 2015",1.10,2.3 and up,0.2748487572309294,61
Hay Day,FAMILY,4.5,10053186,94M,"100,000,000+",Free,0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up,0.019572348739842267,61
Fruit Ninja®,GAME,4.3,5091448,41M,"100,000,000+",Free,0,Everyone,Arcade,"July 12, 2018",2.6.7.487220,4.1 and up,0.15479454685099842,31
